Index,0:？,1:？
0,TEXT_FESEST303_02423_SEQ_00,※本任务是特定期间内的任务。<br><br>林场水车的诺诺塔希望冒险者予以协助。
1,TEXT_FESEST303_02423_SEQ_01,※本任务只有在季节活动开放期间才能接受和进行。<br>　季节活动结束后无法进行，敬请注意。<br>　详情请参见官方网站。<br><br>决定和诺诺塔一起追上骑着巨石的魔石精。首先前往格里达尼亚的米·凯特露天剧场，和吉莉·阿里亚珀谈谈，了解详情。
2,TEXT_FESEST303_02423_SEQ_02,和吉莉·阿里亚珀进行了交谈。骑着巨石的魔石精在城中到处吓唬人，引起了骚乱。如果再这样下去，鬼哭队就要出面讨伐了。为了让愤怒的魔石精冷静下来，对格雷洛姆农场的里吉使用情感动作“安抚”。
3,TEXT_FESEST303_02423_SEQ_03,安抚了里吉。看来里吉是把坐着彩蛋系统的冒险者当成了同伴，模仿冒险者吓唬人。吉莉在得知里吉并无恶意之后，建议大家一起玩耍。前往林场水车，从诺诺塔那里听取游戏的说明，和里吉一起玩耍。
4,TEXT_FESEST303_02423_SEQ_04,从诺诺塔那里听取了说明。里吉很受彩蛋狩猎活动参加者们的欢迎。决定让冒险者找出藏在森林中的里吉，吓唬它。吓唬里吉可以得到{{EventItem|2002055|0}}。和莫特谈谈，坐上彩蛋系统。
5,TEXT_FESEST303_02423_SEQ_05,和莫特进行了交谈。骑着彩蛋系统，对里吉使用陆行鸟玩偶吓唬它，获取{{EventItem|2002055|0}}。<br><br>※和林场水车的莫特对话即可骑乘彩蛋系统。
6,TEXT_FESEST303_02423_SEQ_06,吓唬了里吉。里吉当被吓唬的一方也很开心，并再次藏了起来。骑着彩蛋系统，再次对里吉使用陆行鸟玩偶吓唬它，获取{{EventItem|2002055|0}}。<br><br>※和林场水车的莫特对话即可骑乘彩蛋系统。
7,TEXT_FESEST303_02423_SEQ_07,吓唬了里吉。里吉再次藏了起来。骑着彩蛋系统，再一次对里吉使用陆行鸟玩偶吓唬它，获取{{EventItem|2002055|0}}。<br><br>※和林场水车的莫特对话即可骑乘彩蛋系统。
8,TEXT_FESEST303_02423_SEQ_08,吓唬了里吉。虽然里吉有些不甘心，但玩得很开心。将{{EventItem|2002055|0}}交给林场水车的诺诺塔。
9,TEXT_FESEST303_02423_SEQ_09,将{{EventItem|2002055|0}}交给了诺诺塔。据吉莉所说，里吉就是梦中那个陆行鸟生出的宝石。作为帮助梦境成真的谢礼，吉莉将彩蛋系统送给了冒险者。诺诺塔不小心说漏了嘴，向吉莉坦白了彩蛋系统是他们做的，不过吉莉反而表示感谢，诺诺塔也觉得很开心。坐上两个人赠予的彩蛋系统，继续享受彩蛋狩猎活动。
10,TEXT_FESEST303_02423_SEQ_10,
