Index,0:？,1:？
0,TEXT_FESXMS502_03723_SEQ_00,※本任务是特定期间内的任务。<br><br>米·凯特露天剧场的阿姆·加兰基正在等待指挥家。
1,TEXT_FESXMS502_03723_SEQ_01,※本任务只有在季节活动开放期间才能接受和进行。<br>　季节活动结束后无法进行，敬请注意。<br>　详情请参见官方网站。<br><br>和阿姆·加兰基进行了交谈。与“内向的星芒节执行委员”或者“热血的星芒节执行委员”交谈，开始圣夜的音乐会。
2,TEXT_FESXMS502_03723_SEQ_02,陆行鸟也一同参加的活动现场气氛非常热烈。向米·凯特露天剧场的纳利蓬克询问一下感想。
3,TEXT_FESXMS502_03723_SEQ_03,圣夜的音乐会圆满结束。向米·凯特露天剧场的阿姆·加兰基报告。
4,TEXT_FESXMS502_03723_SEQ_04,陆行鸟和拉尔顿夫一同参加的圣夜的音乐会取得了圆满成功。但期待再来一曲的声音不绝于耳。为了再次登上舞台，和米·凯特露天剧场的阿姆·加兰基对话。
5,TEXT_FESXMS502_03723_SEQ_05,
6,TEXT_FESXMS502_03723_SEQ_06,
7,TEXT_FESXMS502_03723_SEQ_07,
8,TEXT_FESXMS502_03723_SEQ_08,
9,TEXT_FESXMS502_03723_SEQ_09,
10,TEXT_FESXMS502_03723_SEQ_10,
11,TEXT_FESXMS502_03723_SEQ_11,
12,TEXT_FESXMS502_03723_SEQ_12,
13,TEXT_FESXMS502_03723_SEQ_13,
14,TEXT_FESXMS502_03723_SEQ_14,
15,TEXT_FESXMS502_03723_SEQ_15,
16,TEXT_FESXMS502_03723_SEQ_16,
17,TEXT_FESXMS502_03723_SEQ_17,
18,TEXT_FESXMS502_03723_SEQ_18,
19,TEXT_FESXMS502_03723_SEQ_19,
20,TEXT_FESXMS502_03723_SEQ_20,
21,TEXT_FESXMS502_03723_SEQ_21,
22,TEXT_FESXMS502_03723_SEQ_22,
23,TEXT_FESXMS502_03723_SEQ_23,
24,TEXT_FESXMS502_03723_TODO_00,和米·凯特露天剧场的任意一位星芒节执行委员对话<br>成功举办圣夜的音乐会
25,TEXT_FESXMS502_03723_TODO_01,和纳利蓬克对话
26,TEXT_FESXMS502_03723_TODO_02,向阿姆·加兰基报告
27,TEXT_FESXMS502_03723_TODO_03,
28,TEXT_FESXMS502_03723_TODO_04,
29,TEXT_FESXMS502_03723_TODO_05,
30,TEXT_FESXMS502_03723_TODO_06,
31,TEXT_FESXMS502_03723_TODO_07,
32,TEXT_FESXMS502_03723_TODO_08,
33,TEXT_FESXMS502_03723_TODO_09,
34,TEXT_FESXMS502_03723_TODO_10,
35,TEXT_FESXMS502_03723_TODO_11,
36,TEXT_FESXMS502_03723_TODO_12,
