Index,0:？,1:？
0,TEXT_GAIUSD302_01314_SEQ_00,阿莉塞想要报告有关巴哈姆特大迷宫入侵作战的事情。
1,TEXT_GAIUSD302_01314_SEQ_01,阿莉塞委托冒险者对巴哈姆特大迷宫入侵作战进行报告。回到黄昏湾的沙之家，和于里昂热对话。
2,TEXT_GAIUSD302_01314_SEQ_02,和于里昂热、阿莉塞一起对这次入侵作战做了总结。在迷宫中遇到的奈尔，是曾经利用卫月对艾欧泽亚实施侵略的加雷马帝国军第七军团长。据推测，她是在和卫月实验通信时，成为了蛮神巴哈姆特的信徒。阿莉塞说，也必须要超度同样成为信徒的路易索瓦。在悲伤的尽头的“真相”到底是怎样的呢……
3,TEXT_GAIUSD302_01314_SEQ_03,空
4,TEXT_GAIUSD302_01314_SEQ_04,空
5,TEXT_GAIUSD302_01314_SEQ_05,空
6,TEXT_GAIUSD302_01314_SEQ_06,空
7,TEXT_GAIUSD302_01314_SEQ_07,空
8,TEXT_GAIUSD302_01314_SEQ_08,空
9,TEXT_GAIUSD302_01314_SEQ_09,空
10,TEXT_GAIUSD302_01314_SEQ_10,空
11,TEXT_GAIUSD302_01314_SEQ_11,空
12,TEXT_GAIUSD302_01314_SEQ_12,空
13,TEXT_GAIUSD302_01314_SEQ_13,空
14,TEXT_GAIUSD302_01314_SEQ_14,空
15,TEXT_GAIUSD302_01314_SEQ_15,空
16,TEXT_GAIUSD302_01314_SEQ_16,空
17,TEXT_GAIUSD302_01314_SEQ_17,空
18,TEXT_GAIUSD302_01314_SEQ_18,空
19,TEXT_GAIUSD302_01314_SEQ_19,空
20,TEXT_GAIUSD302_01314_SEQ_20,空
21,TEXT_GAIUSD302_01314_SEQ_21,空
22,TEXT_GAIUSD302_01314_SEQ_22,空
23,TEXT_GAIUSD302_01314_SEQ_23,空
24,TEXT_GAIUSD302_01314_TODO_00,和沙之家的于里昂热对话
25,TEXT_GAIUSD302_01314_TODO_01,空
26,TEXT_GAIUSD302_01314_TODO_02,空
27,TEXT_GAIUSD302_01314_TODO_03,空
28,TEXT_GAIUSD302_01314_TODO_04,空
29,TEXT_GAIUSD302_01314_TODO_05,空
30,TEXT_GAIUSD302_01314_TODO_06,空
31,TEXT_GAIUSD302_01314_TODO_07,空
32,TEXT_GAIUSD302_01314_TODO_08,空
33,TEXT_GAIUSD302_01314_TODO_09,空
34,TEXT_GAIUSD302_01314_TODO_10,空
35,TEXT_GAIUSD302_01314_TODO_11,空
36,TEXT_GAIUSD302_01314_TODO_12,空
37,TEXT_GAIUSD302_01314_TODO_13,空
38,TEXT_GAIUSD302_01314_TODO_14,空
39,TEXT_GAIUSD302_01314_TODO_15,空
40,TEXT_GAIUSD302_01314_TODO_16,空
41,TEXT_GAIUSD302_01314_TODO_17,空
42,TEXT_GAIUSD302_01314_TODO_18,空
43,TEXT_GAIUSD302_01314_TODO_19,空
44,TEXT_GAIUSD302_01314_TODO_20,空
45,TEXT_GAIUSD302_01314_TODO_21,空
46,TEXT_GAIUSD302_01314_TODO_22,空
47,TEXT_GAIUSD302_01314_TODO_23,空
48,TEXT_GAIUSD302_01314_ALISAIE_000_000,总算回到地面上了。<br>看来和上次一样……我们被传送到了北萨纳兰。
49,TEXT_GAIUSD302_01314_ALISAIE_000_001,……谢谢你刚刚保护了我。<br>你就先回沙之家，向于里昂热报告一下吧。
50,TEXT_GAIUSD302_01314_ALISAIE_000_002,我也会很快赶过去的……<br>没事的……我只是稍微有些累了，休息一下就好……
51,TEXT_GAIUSD302_01314_ALISAIE_000_010,拜托你回到沙之家，向于里昂热报告。<br>我也会……很快赶过去的……
52,TEXT_GAIUSD302_01314_URIANGER_000_020,英雄的凯旋……<br>你的神情，是完成使命的神情……<br>看来你们成功停止了拘束舰的活动。
53,TEXT_GAIUSD302_01314_URIANGER_000_021,不过看来事情并不是一帆风顺……<br>能告诉我笼罩在你心中的阴霾吗？
54,TEXT_GAIUSD302_01314_URIANGER_000_022,……白银的凶鸟，奈尔·范·达纳斯……<br>还有，我的老师……
55,TEXT_GAIUSD302_01314_URIANGER_000_023,……这么说，路易索瓦大师的以太，<br>和奈尔一样，都被巴哈姆特剥夺，<br>并成为了它的信徒……
56,TEXT_GAIUSD302_01314_URIANGER_000_024,怎么会……这样……<br>虽然只是由以太塑成的虚构幻影，<br>但路易索瓦大师……我也实在难以忍受……
57,TEXT_GAIUSD302_01314_URIANGER_000_025,……更何况是阿莉塞小姐。<br>这场战斗，或许不应该再继续拜托她协助了。
58,TEXT_GAIUSD302_01314_ALISAIE_000_026,(-？？？？-)你不要担心多余的事情，于里昂热。
59,TEXT_GAIUSD302_01314_URIANGER_000_027,阿莉塞小姐……
60,TEXT_GAIUSD302_01314_ALISAIE_000_028,我已经决定要打倒那些家伙了……这就是全部。<br>比起这些，先来整理一下这次了解到的情况吧。
61,TEXT_GAIUSD302_01314_URIANGER_000_029,……我已经了解到了详情。
62,TEXT_GAIUSD302_01314_URIANGER_000_030,从报告的情况来看，这次的重点就是……<br>奈尔·范·达纳斯竟然成为了大迷宫的卫士。
63,TEXT_GAIUSD302_01314_URIANGER_000_031,<if (<param:遗产角色> == 1) { 应该就不用给你说明了……<br>奈尔是你在5年前的那场“月下之战”中，<br>打败的加雷马帝国第七军团长…… } else { 第六星历末期……<br>为了控制艾欧泽亚而进行侵略的加雷马帝国军第七军团长，<br>就是“白银的凶鸟”奈尔。 }>
64,TEXT_GAIUSD302_01314_URIANGER_000_032,<if (<param:遗产角色> == 1) { 你还记得“通信雷波塔”吗？<br>奈尔为了控制卫月而建造的水晶塔代替品……<br>连同奈尔的野心一起，由你亲手打破。 } else { 奈尔出身的达纳斯家，是继承了亚拉戈知识的一族……<br>因此知晓卫月的真相，<br>所以才利用卫月，当做侵略艾欧泽亚的工具…… }>
65,TEXT_GAIUSD302_01314_URIANGER_000_033,<if (<param:遗产角色> == 1) { 恐怕是奈尔为了完成塔的建造，<br>在与卫月进行实验通信时发生了错误……<br>致使沉睡在其中的蛮神觉醒，并被它迷惑。 } else { 但是，控制卫月的水晶塔当时还在地下。<br>恐怕是在奈尔与卫月进行实验通信时发生了错误……<br>致使沉睡在其中的蛮神觉醒，并被它迷惑。 }>
66,TEXT_GAIUSD302_01314_URIANGER_000_034,（未使用/预计删除）
67,TEXT_GAIUSD302_01314_URIANGER_000_035,（未使用/预计删除）
68,TEXT_GAIUSD302_01314_URIANGER_000_036,（未使用/预计删除）
69,TEXT_GAIUSD302_01314_ALISAIE_000_037,……然后，历经数千年后，<br>蛮神巴哈姆特终于拥有了新的信徒。
70,TEXT_GAIUSD302_01314_ALISAIE_000_038,虽然奈尔战败后生命化为了以太，<br>但却未归还以太界，而被巴哈姆特吸收。<br>奈尔……真是个悲哀的人。
71,TEXT_GAIUSD302_01314_ALISAIE_000_039,巴哈姆特的信徒……<br>如果只有一个人倒还好……
72,TEXT_GAIUSD302_01314_ALISAIE_000_040,奈尔所说的“拥抱爱子的摇篮”……<br>这句看似胡言乱语的话其实很奇怪。
73,TEXT_GAIUSD302_01314_ALISAIE_000_041,如果还有其他的信徒，<br>那么在停止拘束舰运作的同时，也必须要排除这些信徒。
74,TEXT_GAIUSD302_01314_URIANGER_000_042,阿莉塞小姐……<br>您的意思是说……也要超度路易索瓦大师吗？<br>但……这样真的合适吗？
75,TEXT_GAIUSD302_01314_ALISAIE_000_043,……我已经下定决心了。<br>必须要切断蛮神巴哈姆特的所有关联……<br>这样才能拯救我的祖父。
76,TEXT_GAIUSD302_01314_ALISAIE_000_044,我这边也会暂时继续调查信徒和其他相关事情。<br>在下一次作战拟好之前，你先好好休息一下吧。
77,TEXT_GAIUSD302_01314_ALISAIE_000_045,虽然现在还不能放松警惕……<br>但还是辛苦你了，<name:玩家全名>。
78,TEXT_GAIUSD302_01314_URIANGER_000_046,……这样啊。<br>虽然已经过去5年了，<br>但……仍旧太过忧伤了……
79,TEXT_GAIUSD302_01314_URIANGER_000_047,路易索瓦老师……<br>到底真理是什么……真相又是什么呢……
80,TEXT_GAIUSD302_01314_URIANGER_000_048,我一直坚信，至今我们对此的探寻，<br>才是我们萨雷安人的使命……
81,TEXT_GAIUSD302_01314_URIANGER_000_049,……但，即使那真相会唤来悲伤和绝望，<br>即使会伤害到他人……<br>也必须要探究到底么……
82,TEXT_GAIUSD302_01314_ALPHINAUD_000_050,……那是否就是你的“决断”呢？阿莉塞。
83,TEXT_GAIUSD302_01314_ALPHINAUD_000_051,那么，下一次就要使用“钥匙”了。<br>不是<name:玩家全名>，也不是拂晓血盟……<br>而是我们所持有的“真实的钥匙”。
