Index,0:？,1:？
0,TEXT_LUCKZK003_03594_SEQ_00,{{color|id=508|特殊规则： 等级调整}}<br>爱操心的亚马乌罗提市民好像很在意冒险者的着装。
1,TEXT_LUCKZK003_03594_SEQ_01,※本任务为{{color|id=508|}} 等级调整任务。<br><br>和爱操心的亚马乌罗提市民进行了交谈。看来冒险者的着装不符合亚马乌罗提市民的审美。为了拿到长袍，去和人民辩论馆前的温柔的亚马乌罗提市民谈谈。
2,TEXT_LUCKZK003_03594_SEQ_02,和温柔的亚马乌罗提市民进行了交谈。长袍好像已经被丢掉了。为了调查如何获得长袍，去找创造管理局的理念筹备负责人谈谈。
3,TEXT_LUCKZK003_03594_SEQ_03,和理念筹备负责人进行了交谈。要创造长袍，以太好像不够用了。将在亚马乌罗提活动的{{BNpcName|8621|0}}削弱后，使用{{EventItem|2002613|0}}将其捕获。
4,TEXT_LUCKZK003_03594_SEQ_04,捕获了{{BNpcName|8621|0}}。将{{EventItem|2002614|0}}交给创造管理局的理念筹备负责人。
5,TEXT_LUCKZK003_03594_SEQ_05,将{{EventItem|2002614|0}}交给了理念筹备负责人。拿到了注入长袍理念的以太结晶，但以冒险者的力量想创造长袍好像还是很困难。
6,TEXT_LUCKZK003_03594_SEQ_06,
7,TEXT_LUCKZK003_03594_SEQ_07,
8,TEXT_LUCKZK003_03594_SEQ_08,
9,TEXT_LUCKZK003_03594_SEQ_09,
10,TEXT_LUCKZK003_03594_SEQ_10,
11,TEXT_LUCKZK003_03594_SEQ_11,
12,TEXT_LUCKZK003_03594_SEQ_12,
13,TEXT_LUCKZK003_03594_SEQ_13,
14,TEXT_LUCKZK003_03594_SEQ_14,
15,TEXT_LUCKZK003_03594_SEQ_15,
16,TEXT_LUCKZK003_03594_SEQ_16,
17,TEXT_LUCKZK003_03594_SEQ_17,
18,TEXT_LUCKZK003_03594_SEQ_18,
19,TEXT_LUCKZK003_03594_SEQ_19,
20,TEXT_LUCKZK003_03594_SEQ_20,
21,TEXT_LUCKZK003_03594_SEQ_21,
22,TEXT_LUCKZK003_03594_SEQ_22,
23,TEXT_LUCKZK003_03594_SEQ_23,
24,TEXT_LUCKZK003_03594_TODO_00,在人民辩论馆附近和温柔的亚马乌罗提市民对话
25,TEXT_LUCKZK003_03594_TODO_01,和创造管理局的理念筹备负责人对话
26,TEXT_LUCKZK003_03594_TODO_02,削弱{{BNpcName|8621|0}}的体力 使用{{EventItem|2002613|0}}将其捕获
27,TEXT_LUCKZK003_03594_TODO_03,将{{EventItem|2002614|0}}交给理念筹备负责人
28,TEXT_LUCKZK003_03594_TODO_04,
29,TEXT_LUCKZK003_03594_TODO_05,
30,TEXT_LUCKZK003_03594_TODO_06,
31,TEXT_LUCKZK003_03594_TODO_07,
32,TEXT_LUCKZK003_03594_TODO_08,
33,TEXT_LUCKZK003_03594_TODO_09,
34,TEXT_LUCKZK003_03594_TODO_10,
35,TEXT_LUCKZK003_03594_TODO_11,
36,TEXT_LUCKZK003_03594_TODO_12,
37,TEXT_LUCKZK003_03594_TODO_13,
38,TEXT_LUCKZK003_03594_TODO_14,
39,TEXT_LUCKZK003_03594_TODO_15,
40,TEXT_LUCKZK003_03594_TODO_16,
41,TEXT_LUCKZK003_03594_TODO_17,
42,TEXT_LUCKZK003_03594_TODO_18,
43,TEXT_LUCKZK003_03594_TODO_19,
44,TEXT_LUCKZK003_03594_TODO_20,
45,TEXT_LUCKZK003_03594_TODO_21,
46,TEXT_LUCKZK003_03594_TODO_22,
47,TEXT_LUCKZK003_03594_TODO_23,
48,TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_000,{{color|id=547|喂，请你等一下。<br>你这个打扮，大概是你用自己的创造魔法弄出来的吧？<br>还真是……怎么说……有个性啊……}}
49,TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_001,{{color|id=547|如果说还是个孩子，穿着那样的衣服大概会显得年轻，<br>但绝不是什么值得夸奖的事。}}
50,TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_002,{{color|id=547|你听好，优秀的亚马乌罗提市民，<br>会认为将创造魔法造出的东西独占并炫耀这种行为<br>是很羞耻的。}}
51,TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_003,{{color|id=547|这个世界因调和而得以运转，<br>好的创造物必须由大家共享，<br>个人独占这种丑陋的行为，只会平添斗争的火种。}}
52,TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_004,{{color|id=547|所以说，你还是脱掉那身特立独行的衣服，<br>像大人一样穿长袍比较好。<br>我可是为了你的名誉着想才告诉你的。}}
53,TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_005,{{color|id=547|对了，人民辩论馆前面有个温柔的亚马乌罗提市民，<br>我记得那个人应该有一件小一点的长袍。<br>你去问问看吧。}}
54,TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_006,{{color|id=547|请你务必也像一个小亚马乌罗提市民，<br>穿上不令自己蒙羞的衣服。}}
55,TEXT_LUCKZK003_03594_AMAUROTPEOPLEF03594_000_008,{{color|id=547|为了要像我们一样穿长袍，不付出努力可不行。<br>你已经去找过<br>温柔的亚马乌罗提市民了吗？}}
56,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_010,{{color|id=547|哎呀，好可爱的客人啊。<br>你找我有什么事？}}
57,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_011,{{color|id=547|原来如此，你是想得到长袍啊。<br>但是不好意思，我没有长袍能给你。}}
58,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_012,{{color|id=547|其实是这样的，我想创造一个自己穿的长袍，<br>但是失败了，所以才做了一个小的出来。<br>我马上就把它丢掉了。}}
59,TEXT_LUCKZK003_03594_Q1_000_000,如何回应？
60,TEXT_LUCKZK003_03594_A1_000_001,创造魔法也会失败么？
61,TEXT_LUCKZK003_03594_A1_000_002,……
62,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_013,{{color|id=547|呵呵，我明明是个大人了，<br>但创造魔法还会失败，是不是觉得不可思议？}}
63,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_014,{{color|id=547|创造长袍的时候，<br>有小孩子在我眼前路过……<br>就混入了杂念。}}
64,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_015,{{color|id=547|之前也是，我想创造一头白毛狮子的时候，<br>被突然降落的秃鹫吓了一跳……<br>你猜猜我那次创造出了什么？}}
65,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_016,{{color|id=547|但是，也正是这种偶然，让我们能创造出<br>根本没有想到过的新的创造物。}}
66,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_017,{{color|id=547|对于我们来说，创造力的界限就是世界的界限。<br>所以，如果我们停滞不前，<br>这个世界就会缓缓走向毁灭……}}
67,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_018,{{color|id=547|是不是对你来说太难理解了？}}
68,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_019,{{color|id=547|总之，你也用自己的双手，<br>不畏失败地使用一下创造魔法吧。}}
69,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_020,{{color|id=547|对了，你可以去找理念筹备负责人，<br>从那里委托租用长袍的理念。<br>去创造管理局看看吧。}}
70,TEXT_LUCKZK003_03594_AMAUROTPEOPLEG03594_000_025,{{color|id=547|你去找理念筹备负责人，<br>委托租用一下长袍的理念吧。<br>先去创造管理局看看吧。}}
71,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_030,{{color|id=547|这里是创造管理局的理念筹备窗口。<br>你可以在这里导出想要创造的物品的理念。<br>今天你想创造怎样的创造物呢？}}
72,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_031,{{color|id=547|嗯，是平时用来穿的长袍啊。<br>明白了，现在就为你准备。<br>但话说回来……}}
73,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_032,{{color|id=547|你的魔力太少了，<br>就算是理解了理念，好像也无法创造长袍出来。<br>大概是因为有某种先天缺陷吧，真可怜……}}
74,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_033,{{color|id=547|但是请你放心。<br>就算是你这种情况，用特殊的方法也是可以创造出长袍的，<br>我来帮你吧。}}
75,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_034,{{color|id=547|不过，你需要一些素材。<br>我可以把这个{{EventItem|2002613|0}}借给你，<br>你去捕获能作为以太来源的生物吧。}}
76,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_035,{{color|id=547|{{EventItem|2002613|0}}不能发挥出比使用者本身更大的力量。<br>像你这样的孩子，想要捕获{{BNpcName|8621|0}}，<br>必须要先削弱它才行……祝你好运。}}
77,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_038,{{color|id=547|捕获{{BNpcName|8621|0}}了吗？<br>使用{{EventItem|2002613|0}}之前，<br>要确实削弱了对方的体力才行哦。}}
78,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_045,{{color|id=547|欢迎回来。<br>你捕获到作为以太来源的生物了吗？}}
79,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_046,{{color|id=547|好的，我收到了。<br>你凭如此弱小的魔力做到了，真是辛苦你了。}}
80,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_047,{{color|id=547|那么，我会将这个生物转化为以太结晶。<br>……好了，给你。}}
81,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_048,{{color|id=547|使用这个结晶的魔力作为补充，你就能创造长袍了。<br>长袍的理念也已经注入到你的结晶里了，<br>这样就很简单了吧？}}
82,TEXT_LUCKZK003_03594_AMAUROTRECEPTION03594_000_049,{{color|id=547|该不会，你连怎么进行创造都不知道吧？<br>就算是婴儿都能无意识地使用创造魔法，<br>就算魔力再少……也应该会一点吧？}}
