Index,0:？,1:？
0,TEXT_BANQIQ103_03808_SEQ_00,{{color|id=508|特殊规则： 等级调整（限定职业）}}<br>※本任务需要与接受任务时的职业相同才可继续进行任务。<br><br>霍啪栌古盘的柯呫卢利·帕嗦梸，想要请冒险者帮忙整备据点。
1,TEXT_BANQIQ103_03808_SEQ_01,将柯呫卢利·帕嗦梸委托的物品交给她
2,TEXT_BANQIQ103_03808_SEQ_02,
3,TEXT_BANQIQ103_03808_SEQ_03,
4,TEXT_BANQIQ103_03808_SEQ_04,
5,TEXT_BANQIQ103_03808_SEQ_05,
6,TEXT_BANQIQ103_03808_SEQ_06,
7,TEXT_BANQIQ103_03808_SEQ_07,
8,TEXT_BANQIQ103_03808_SEQ_08,
9,TEXT_BANQIQ103_03808_SEQ_09,
10,TEXT_BANQIQ103_03808_SEQ_10,
11,TEXT_BANQIQ103_03808_SEQ_11,
12,TEXT_BANQIQ103_03808_SEQ_12,
13,TEXT_BANQIQ103_03808_SEQ_13,
14,TEXT_BANQIQ103_03808_SEQ_14,
15,TEXT_BANQIQ103_03808_SEQ_15,
16,TEXT_BANQIQ103_03808_SEQ_16,
17,TEXT_BANQIQ103_03808_SEQ_17,
18,TEXT_BANQIQ103_03808_SEQ_18,
19,TEXT_BANQIQ103_03808_SEQ_19,
20,TEXT_BANQIQ103_03808_SEQ_20,
21,TEXT_BANQIQ103_03808_SEQ_21,
22,TEXT_BANQIQ103_03808_SEQ_22,
23,TEXT_BANQIQ103_03808_SEQ_23,
24,TEXT_BANQIQ103_03808_TODO_00,<if (<var:4> == 16) { <if (<var:1> < <var:2>) { 在蛇水湖水中的石场采取<Item:<var:5>:0> } else { 将<Item:<var:5>:0>交给柯呫卢利·帕嗦梸 }> } else { <if (<var:4> == 17) { <if (<var:1> < <var:2>) { 在蛇水湖水中的草场采取<Item:<var:5>:0> } else { 将<Item:<var:5>:0>交给柯呫卢利·帕嗦梸 }> } else { <if (<var:4> == 18) { <if (<var:1> < <var:2>) { 在蛇水湖钓取<Item:<var:5>:0> } else { 将<Item:<var:5>:0>交给柯呫卢利·帕嗦梸 }> }> }> }>
25,TEXT_BANQIQ103_03808_TODO_01,
26,TEXT_BANQIQ103_03808_TODO_02,
27,TEXT_BANQIQ103_03808_TODO_03,
28,TEXT_BANQIQ103_03808_TODO_04,
29,TEXT_BANQIQ103_03808_TODO_05,
30,TEXT_BANQIQ103_03808_TODO_06,
31,TEXT_BANQIQ103_03808_TODO_07,
32,TEXT_BANQIQ103_03808_TODO_08,
33,TEXT_BANQIQ103_03808_TODO_09,
34,TEXT_BANQIQ103_03808_TODO_10,
35,TEXT_BANQIQ103_03808_TODO_11,
36,TEXT_BANQIQ103_03808_TODO_12,
37,TEXT_BANQIQ103_03808_TODO_13,
38,TEXT_BANQIQ103_03808_TODO_14,
39,TEXT_BANQIQ103_03808_TODO_15,
40,TEXT_BANQIQ103_03808_TODO_16,
41,TEXT_BANQIQ103_03808_TODO_17,
42,TEXT_BANQIQ103_03808_TODO_18,
43,TEXT_BANQIQ103_03808_TODO_19,
44,TEXT_BANQIQ103_03808_TODO_20,
45,TEXT_BANQIQ103_03808_TODO_21,
46,TEXT_BANQIQ103_03808_TODO_22,
47,TEXT_BANQIQ103_03808_TODO_23,
48,TEXT_BANQIQ103_03808_QHOTERLPASOL_000_000,探索与挖掘是要稳定下来慢慢进行的大工程。<br>所以，肯定要在这霍啪栌古盘待上好一阵子是也，<br>自然也就要对这里的据点进行整备。
49,TEXT_BANQIQ103_03808_QHOTERLPASOL_000_002,这次某希望<name:玩家全名>阁下<br>能帮忙找来最适合整备据点的素材，拜托了是也。
50,TEXT_BANQIQ103_03808_QHOTERLPASOL_000_010,某想要的是在蛇水湖中能<br>采取到的{{Item|29519|0}}，<br>大概有3个就可以了是也。
51,TEXT_BANQIQ103_03808_QHOTERLPASOL_000_020,某想要的是在蛇水湖中能<br>采取到的{{Item|29545|0}}，<br>大概有3个就可以了是也。
52,TEXT_BANQIQ103_03808_QHOTERLPASOL_000_030,某想要的是在蛇水湖中能<br>钓取到的{{Item|29571|0}}，<br>钓饵用{{Item|27582|0}}就可以了是也。
53,TEXT_BANQIQ103_03808_QHOTERLPASOL_100_010,请去蛇水湖<br>采取3个左右的{{Item|29519|0}}。
54,TEXT_BANQIQ103_03808_QHOTERLPASOL_100_020,请去蛇水湖<br>采取3个左右的{{Item|29545|0}}。
55,TEXT_BANQIQ103_03808_QHOTERLPASOL_100_030,请将{{Item|27582|0}}作为钓饵，<br>在蛇水湖钓取{{Item|29571|0}}。
56,TEXT_BANQIQ103_03808_QHOTERLPASOL_000_040,那么，尔找来整备据点用的素材了吗？
57,TEXT_BANQIQ103_03808_QHOTERLPASOL_000_050,哦哦，这正是某想要的东西是也，<br>不愧是<name:玩家全名>阁下！
58,TEXT_BANQIQ103_03808_QHOTERLPASOL_000_051,这样据点就能更舒适了，<br>大家休息得更好，工作也会更有效率。<br>某丈夫他们就能干更多更多的工作了是也！
59,TEXT_BANQIQ103_03808_QHOTERLPASOL_000_001,（★未使用／削除予定★）
